"Item Lookup Code","URL","Found","Raw Description","Brand"
"732153241190","https://www.upcitemdb.com/upc/732153241190","No",,
"850003994208","https://www.upcitemdb.com/upc/850003994208","No",,
"850003994185","https://www.upcitemdb.com/upc/850003994185","No",,
"850003994178","https://www.upcitemdb.com/upc/850003994178","No",,
"850003994154","https://www.upcitemdb.com/upc/850003994154","No",,
"850002251241","https://www.upcitemdb.com/upc/850002251241","No",,
"073416305144","https://www.upcitemdb.com/upc/073416305144","No",,
"073416305168","https://www.upcitemdb.com/upc/073416305168","No",,
"073416305151","https://www.upcitemdb.com/upc/073416305151","No",,
"039978159021","https://www.upcitemdb.com/upc/039978159021","No",,
"073416305120","https://www.upcitemdb.com/upc/073416305120","No",,
"073416305137","https://www.upcitemdb.com/upc/073416305137","No",,
"854458008060","https://www.upcitemdb.com/upc/854458008060","No",,
"854458008152","https://www.upcitemdb.com/upc/854458008152","No",,
"854458008145","https://www.upcitemdb.com/upc/854458008145","No",,
"860000023924","https://www.upcitemdb.com/upc/860000023924","No",,
"852244003763","https://www.upcitemdb.com/upc/852244003763","No",,
"753469015022","https://www.upcitemdb.com/upc/753469015022","No",,
"753469015015","https://www.upcitemdb.com/upc/753469015015","No",,
"810165019195","https://www.upcitemdb.com/upc/810165019195","No",,
"711575006204","https://www.upcitemdb.com/upc/711575006204","No",,
"868956000051","https://www.upcitemdb.com/upc/868956000051","No",,
"811892028801","https://www.upcitemdb.com/upc/811892028801","No",,
"765667111673","https://www.upcitemdb.com/upc/765667111673","No",,
"765667111680","https://www.upcitemdb.com/upc/765667111680","No",,
"853585008424","https://www.upcitemdb.com/upc/853585008424","No",,
"819898014019","https://www.upcitemdb.com/upc/819898014019","No",,
"819898016846","https://www.upcitemdb.com/upc/819898016846","No",,
"853753008485","https://www.upcitemdb.com/upc/853753008485","No",,
"856920005362","https://www.upcitemdb.com/upc/856920005362","No",,
"715756500024","https://www.upcitemdb.com/upc/715756500024","No",,
"854560005216","https://www.upcitemdb.com/upc/854560005216","No",,
"850001070072","https://www.upcitemdb.com/upc/850001070072","No",,
"705599013881","https://www.upcitemdb.com/upc/705599013881","Yes","Kodiak Cakes Cinnamon Oatmeal in a Cup - 2.12oz","Kodiak Cakes"
"852311004068","https://www.upcitemdb.com/upc/852311004068","No",,
"051500255162","https://www.upcitemdb.com/upc/051500255162","Yes","Jif Creamy Peanut Butter, 16 Ounce (Pack of 12)","J.M. Smucker Company"
"893869003301","https://www.upcitemdb.com/upc/893869003301","No",,
"888849001354","https://www.upcitemdb.com/upc/888849001354","Yes","Quest Protein Bar, Mint Chocolate Chunk, 20g Protein, 1 Ct","Quest Nutrition"
"037000138754","https://www.upcitemdb.com/upc/037000138754","Yes","Procter & Gamble 25 Oz Liquid Tide  13875","Procter & Gamble"
"050000010110","https://www.upcitemdb.com/upc/050000010110","No",,
"034000002467","https://www.upcitemdb.com/upc/034000002467","Yes","Kit Kat, Milk Chocolate Wafer Bar, 1.5 Oz","KITKAT"
"691355890462","https://www.upcitemdb.com/upc/691355890462","Yes","Hammonds Candies Hammonds  Milk Chocolate, 2.25 oz","Hammonds"
"850397004019","https://www.upcitemdb.com/upc/850397004019","Yes","Thats It Nutrition Thats It  Fruit Bar, 1.2 oz","That's it."
"858959005368","https://www.upcitemdb.com/upc/858959005368","Yes","RSJ Ventures Chefs Cut  Beef & Pork Stick, 1 oz","Chefs Cut"
"858959005009","https://www.upcitemdb.com/upc/858959005009","Yes","CHEF'S CUT REAL JERKY CO. ORIGINAL RECIPE STEAK JERKY, 2.5 OZ","Chef'S Cut"
"722252103307","https://www.upcitemdb.com/upc/722252103307","No",,
"812907015366","https://www.upcitemdb.com/upc/812907015366","No",,
"812907015359","https://www.upcitemdb.com/upc/812907015359","No",,
"812907015342","https://www.upcitemdb.com/upc/812907015342","No",,
"812907015328","https://www.upcitemdb.com/upc/812907015328","No",,
"812907015311","https://www.upcitemdb.com/upc/812907015311","No",,
"872629005021","https://www.upcitemdb.com/upc/872629005021","No",,
"839456004641","https://www.upcitemdb.com/upc/839456004641","No",,
"839456004580","https://www.upcitemdb.com/upc/839456004580","No",,
"825625900111","https://www.upcitemdb.com/upc/825625900111","No",,
"825625900098","https://www.upcitemdb.com/upc/825625900098","No",,
"039978019028","https://www.upcitemdb.com/upc/039978019028","Yes","Bob's Red Mill - Bar Pnutb Jelly Ots - 1.76 OZ","Bob's Red Mill"
"732913447138","https://www.upcitemdb.com/upc/732913447138","Yes","Seventh Generation All Purpose Cleaner Free & Clear, 23 oz","Seventh Generation"
"858010005641","https://www.upcitemdb.com/upc/858010005641","Yes","Tony's Almond & Sea Salt Dark Chocolate Bar - 6.35oz","Tony's Chocolonely"
"025317006675","https://www.upcitemdb.com/upc/025317006675","Yes","Applegate Organic Roasted Chicken Breast - 6oz","Applegate Farms"
"077326470176","https://www.upcitemdb.com/upc/077326470176","Yes","Tom's of Maine Whole Care with Fluoride Natural Toothpaste, Peppermint 4 oz","Tom's of Maine"
"898456001210","https://www.upcitemdb.com/upc/898456001210","No",,
"181945000161","https://www.upcitemdb.com/upc/181945000161","Yes","GoMacro Macrobars, 2.1 oz bars, Cashew Caramel, 12 bars","GoMacro"
"852749004654","https://www.upcitemdb.com/upc/852749004654","No","DARK CHOCOLATE WITH GINGER & ORANGE, 70% COCOA, GINGER & ORANGE",
"851562008047","https://www.upcitemdb.com/upc/851562008047","No",,
"081738540556","https://www.upcitemdb.com/upc/081738540556","No","ShiKai Body Lotion Odorless-Colorless 5 Tubes .80 fl oz each  ",
"705599013263","https://www.upcitemdb.com/upc/705599013263","No",,
"855232007354","https://www.upcitemdb.com/upc/855232007354","Yes","Primal Kitchen Organic and Unsweetened Classic BBQ Sauce - 8.5oz","Primal Kitchen"
"730323750404","https://www.upcitemdb.com/upc/730323750404","Yes","Bronco Bob's - Chipotle Sauce - Roasted Raspberry - Case Of 6 - 15.75 Fl Oz.","Bronco Bob's"
"810607023117","https://www.upcitemdb.com/upc/810607023117","No",,
"854137000552","https://www.upcitemdb.com/upc/854137000552","Yes","Xochitl Mexican Style White Corn Chips, 16 Oz (Pack of 9)","Xochitl"
"854137000217","https://www.upcitemdb.com/upc/854137000217","No",,
"071990095161","https://www.upcitemdb.com/upc/071990095161","Yes","Blue Moon Belgian White Wheat Ale Bottles 12 oz, 12 pk","Blue Moon"
"691355303542","https://www.upcitemdb.com/upc/691355303542","No",,
"081738541003","https://www.upcitemdb.com/upc/081738541003","No",,
"016291441255","https://www.upcitemdb.com/upc/016291441255","Yes","Garlic Chopped","Morton & Bassett"
"629070900135","https://www.upcitemdb.com/upc/629070900135","Yes","Kicking Horse Coffee, Kick Ass, Dark Roast, Ground Coffee, 10 oz","Kicking Horse Coffee"
"629070900081","https://www.upcitemdb.com/upc/629070900081","No",,
"851916003582","https://www.upcitemdb.com/upc/851916003582","No","PEANUT BUTTER, CHOCOLATE FUDGE SWIRL & DARK CHOCOLATE CHIP DAIRY FREE FROZEN DES",
"851916003643","https://www.upcitemdb.com/upc/851916003643","No",,
"186852001119","https://www.upcitemdb.com/upc/186852001119","Yes","Talenti Layers Black Raspberry Vanilla Gelato - 10.7oz","Talenti"
"186852001089","https://www.upcitemdb.com/upc/186852001089","No",,
"074305001161","https://www.upcitemdb.com/upc/074305001161","Yes","Bragg Apple Cider Vinegar Organic Raw Unfiltered. 16 Oz","BRAGG"
"842638000133","https://www.upcitemdb.com/upc/842638000133","Yes","Organic Dark Chocolate 85% Cacao","Pascha Chocolate"
"842638000126","https://www.upcitemdb.com/upc/842638000126","Yes","Organic Chocolate Dark, 70% Cacao Pascha Organic 1  (2.82 oz) Bar","Pascha Organic"
"854560005032","https://www.upcitemdb.com/upc/854560005032","No",,
"854560005001","https://www.upcitemdb.com/upc/854560005001","Yes","High Brew Cold-Brew Coffee, 8 FZ","High Brew"
"794716911179","https://www.upcitemdb.com/upc/794716911179","Yes","Rustic Crust Tuscan 6 Grain Pizza Crust 16 Oz -Pack of 8","Rustic Crust"
"884912129512","https://www.upcitemdb.com/upc/884912129512","Yes","Post Cocoa Pebbles Cereal 11 oz","Pebbles"
"070281000273","https://www.upcitemdb.com/upc/070281000273","Yes","Koop's Mustard Dijon, 12.0 OZ","Koops'"
"070281000297","https://www.upcitemdb.com/upc/070281000297","Yes","Koop's Honey Mustard, 12 oz","Koops'"
"718604146542","https://www.upcitemdb.com/upc/718604146542","No",,
"031142901009","https://www.upcitemdb.com/upc/031142901009","No",,
"000005852636","https://www.upcitemdb.com/upc/000005852636","No",,
"819573013191","https://www.upcitemdb.com/upc/819573013191","No",,
"715364100012","https://www.upcitemdb.com/upc/715364100012","Yes","World Harbors Teriyaki Marinade - 16oz","World Harbors"
"715364100234","https://www.upcitemdb.com/upc/715364100234","Yes","World Harbors Amalfi Coast Italian Grill Sauce & Marinade, 16 oz","WORLD HARBOR"
"075050006128","https://www.upcitemdb.com/upc/075050006128","No",,
"070177231286","https://www.upcitemdb.com/upc/070177231286","Yes","Twinings Of London Camomile, Honey, & Vanilla Tea Bags, 20 Ct","Twinings"
"744673108518","https://www.upcitemdb.com/upc/744673108518","Yes","Gille Oat Cookie Crisps, 4.4 Ounce","Gille"
"853754003021","https://www.upcitemdb.com/upc/853754003021","No",,
"780994982826","https://www.upcitemdb.com/upc/780994982826","No",,
"071524169832","https://www.upcitemdb.com/upc/071524169832","No",,
"074683099798","https://www.upcitemdb.com/upc/074683099798","Yes","Emeril's Cajun Seasoning Blend, 3.45 Oz","Emeril's"
"000004139946","https://www.upcitemdb.com/upc/000004139946","No",,
"745998403005","https://www.upcitemdb.com/upc/745998403005","Yes","Equal Exchange Organic Coffee, Decaf, Whole Bean, 12-Ounce Bags (Pack of 3)","Equal Exchange"
"020188060115","https://www.upcitemdb.com/upc/020188060115","No",,
"829515301477","https://www.upcitemdb.com/upc/829515301477","No",,
"787651301525","https://www.upcitemdb.com/upc/787651301525","Yes","AZO Standard Urinary Pain Relief Tablets, 30 Count","AZO"
"090478410012","https://www.upcitemdb.com/upc/090478410012","Yes","Jarritos Mandarin Soda, 12.5 fl oz","Jarritos"
"859392005182","https://www.upcitemdb.com/upc/859392005182","No",,
"728119476003","https://www.upcitemdb.com/upc/728119476003","Yes","Cucina & Amore Gluten Free and Vegan Cauliflower Peruvian Vegetable Ceviche Quic","Cucina & Amore"
"026396909116","https://www.upcitemdb.com/upc/026396909116","Yes","Seoul Vegan Spicy Kimchi - 14oz","Seoul"
"077567274786","https://www.upcitemdb.com/upc/077567274786","Yes","Breyers - Ice Cream - Strawberry 16.00 oz","Breyers"
"898195001137","https://www.upcitemdb.com/upc/898195001137","Yes","Fever Tree Club Soda, 4-pack","Fever Tree"
"858045004657","https://www.upcitemdb.com/upc/858045004657","No","UNSWEETENED VANILLA CREAMER",
"856087006028","https://www.upcitemdb.com/upc/856087006028","Yes","Splash Margarita Cocktail Mixer - 750ml Bottle","SPLASH Mixers"
"855569110659","https://www.upcitemdb.com/upc/855569110659","Yes","Perfect Bar Dark Chocolate Chip Peanut Butter Protein Bar - 2.3oz","Perfect Bar"
"810291002306","https://www.upcitemdb.com/upc/810291002306","Yes","Tate's Bake Shop Butter Crunch Cookies - 7oz","Tate's Bake Shop"
"728119476010","https://www.upcitemdb.com/upc/728119476010","Yes","Cucina & Amore Gluten Free and Vegan Cauliflower Indian Vegetable Curry Quick Me","Cucina & Amore"
"678108204233","https://www.upcitemdb.com/upc/678108204233","No",,
"897581000372","https://www.upcitemdb.com/upc/897581000372","Yes","Dandies Vegan Mini Marshmallows, Vanilla, 10 Oz","Dandies"
"635475162344","https://www.upcitemdb.com/upc/635475162344","No",,
"853311003600","https://www.upcitemdb.com/upc/853311003600","No",,
"853311003051","https://www.upcitemdb.com/upc/853311003051","Yes","KeVita Strawberry Acai Sparkling Probiotic Drink - 15.2 fl oz","KeVita"
"073490180439","https://www.upcitemdb.com/upc/073490180439","No",,
"073490159008","https://www.upcitemdb.com/upc/073490159008","Yes","Beetology Beet & Cherry Juice 8.45 OZ","Beetology"
"665596099922","https://www.upcitemdb.com/upc/665596099922","Yes","Immaculate Gluten Free Fudge Brownie Cookie Dough - 14oz","Immaculate Baking"
"665596013027","https://www.upcitemdb.com/upc/665596013027","Yes","Immaculate Baking - Crescent Rolls 8.00 oz","Immaculate Baking"
"810757010388","https://www.upcitemdb.com/upc/810757010388","Yes","Schar Multigrain Ciabatta Rolls, 7 Oz","Schar"
"620133003251","https://www.upcitemdb.com/upc/620133003251","No",,
"890864001127","https://www.upcitemdb.com/upc/890864001127","No",,
"890864001110","https://www.upcitemdb.com/upc/890864001110","Yes","(Pack of 6) Milk & Honey Granola, Blueberry Pecan Mix, Non-GMO Project Verified,","Milk & Honey"
"059290311440","https://www.upcitemdb.com/upc/059290311440","No",,
"059290311860","https://www.upcitemdb.com/upc/059290311860","Yes","McVitie's Digestives Roll Wrap, Dark Chocolate, 10.5-Ounce","British Wholesale Imports"
"725342290437","https://www.upcitemdb.com/upc/725342290437","Yes","Muir Glen Organic Fire Roasted Crushed Tomatoes, 28 Oz","Muir Glen"
"725342285716","https://www.upcitemdb.com/upc/725342285716","No",,
"725342283019","https://www.upcitemdb.com/upc/725342283019","Yes","Muir Glen Organic Pizza Sauce, 15-Ounce Cans (Pack of 12)","Muir Glen"
"725342269266","https://www.upcitemdb.com/upc/725342269266","No",,
"021908543017","https://www.upcitemdb.com/upc/021908543017","Yes","Cascadian Farm - Premium Organic Strawberries 10.00 oz","Cascadian Farm"
"021908504018","https://www.upcitemdb.com/upc/021908504018","No",,
"021908406770","https://www.upcitemdb.com/upc/021908406770","Yes","Cascadian Farm - Organic Blueberries 8.00 oz","Cascadian Farm"
"716123124614","https://www.upcitemdb.com/upc/716123124614","No",,
"092325333369","https://www.upcitemdb.com/upc/092325333369","Yes","Annie's Goddess Dressing, 8 fl oz Bottle","Annie's"
"092325222212","https://www.upcitemdb.com/upc/092325222212","Yes","Annie's Organic, Gluten Free Horseradish Mustard, 9 oz","Annie's"
"013562610013","https://www.upcitemdb.com/upc/013562610013","No",,
"013562300693","https://www.upcitemdb.com/upc/013562300693","Yes","Annie's Homegrown Organic Peace Pasta with Parmesan, 6-Ounce Boxes (Pack of 12)","Annie's Homegrown"
"013562300655","https://www.upcitemdb.com/upc/013562300655","Yes","Annie's Homegrown Organic Bernie's O's, 15.0 Ounce Cans (Pack of 12)","Annie's Homegrown"
"013562300600","https://www.upcitemdb.com/upc/013562300600","No",,
"013562300396","https://www.upcitemdb.com/upc/013562300396","Yes","Annie's Homegrown Organic Classic Macaroni & Cheese, 6-Ounce Boxes (Pack of 12)","Annie's Homegrown"
"013562111206","https://www.upcitemdb.com/upc/013562111206","No",,
"013562111008","https://www.upcitemdb.com/upc/013562111008","Yes","Annie's Homegrown Tropical Treat Organic Bunny Fruit Snacks, 4.0 Ounce Boxes (Pa","Annie's Homegrown"
"013562000456","https://www.upcitemdb.com/upc/013562000456","Yes","Annie's Homegrown Classic Macaroni & Cheese, 6-Ounce (Pack of 12)","Annie's Homegrown"
"013562000173","https://www.upcitemdb.com/upc/013562000173","Yes","Annie's Organic Chocolate Bunny Grahams - 7.5oz","Annie's"
"013562000043","https://www.upcitemdb.com/upc/013562000043","No",,
"872629009920","https://www.upcitemdb.com/upc/872629009920","No","CRISPY HONEY GINGERBREAD BITS WRAPPED IN MILK CHOCOLATE",
"871459000138","https://www.upcitemdb.com/upc/871459000138","Yes","JALAPENO HAVARTI STYLE","Daiya"
"841905010516","https://www.upcitemdb.com/upc/841905010516","Yes","Kitchens Of India Rajma Masala Red Kidney Beans Curry, 10 Oz","Kitchens of India"
"841905010813","https://www.upcitemdb.com/upc/841905010813","Yes","Kitchens Of India Pindi Chana Chick Peas Curry, 10 Oz","Kitchens of India"
"841905010318","https://www.upcitemdb.com/upc/841905010318","No",,
"070617206072","https://www.upcitemdb.com/upc/070617206072","Yes","Barbara's Bakery Shredded Spoonfuls Multigrain, 14-Ounce Boxes (Pack of 12)","BARBARA'S"
"055712025711","https://www.upcitemdb.com/upc/055712025711","Yes","Alpen Muesli Cereal Original, 14 Oz.","ALPEN"
"852618001814","https://www.upcitemdb.com/upc/852618001814","No",,
"073214006038","https://www.upcitemdb.com/upc/073214006038","Yes","Mezzetta Whole Greek Kalamata Olives, 10 Oz","Mezzetta"
"072700000024","https://www.upcitemdb.com/upc/072700000024","No",,
"071072012321","https://www.upcitemdb.com/upc/071072012321","Yes","Vigo Importing Vigo Hearts of Palm, 14 oz","KeHe Distributors"
"745998406143","https://www.upcitemdb.com/upc/745998406143","No",,
"893869003288","https://www.upcitemdb.com/upc/893869003288","Yes","Sahale Snacks Pomegranate Vanilla Flavored Cashews Glazed Mix, 1.5 oz, 18 Count","Sahale"
"016291442207","https://www.upcitemdb.com/upc/016291442207","Yes","Morton And Bassett Organic Ground Cumin - Cumin - Case Of 3 - 2 Oz.","Morton And Bassett"
"851770003209","https://www.upcitemdb.com/upc/851770003209","Yes","Orgain Organic Nutrition Nutritional Shake Vanilla Bean","Orgain"
"787692835423","https://www.upcitemdb.com/upc/787692835423","No",,
"675747001094","https://www.upcitemdb.com/upc/675747001094","No",,
"630279465011","https://www.upcitemdb.com/upc/630279465011","No",,
"603675104877","https://www.upcitemdb.com/upc/603675104877","No",,
"033544950555","https://www.upcitemdb.com/upc/033544950555","No",,
"754527008857","https://www.upcitemdb.com/upc/754527008857","Yes","New Belgium Voodoo Ranger Juicy Haze IPA 6Pk 12oz Cans","New Belgium"
"038766301208","https://www.upcitemdb.com/upc/038766301208","No",,
"638489000602","https://www.upcitemdb.com/upc/638489000602","No",,
"081308070377","https://www.upcitemdb.com/upc/081308070377","No",,
"748789500136","https://www.upcitemdb.com/upc/748789500136","No",,
"856622001396","https://www.upcitemdb.com/upc/856622001396","No",,
"089419003161","https://www.upcitemdb.com/upc/089419003161","Yes","Warres Otima - Port Tawny 16.10 fl oz","Warres Otima"
"812949021806","https://www.upcitemdb.com/upc/812949021806","No",,
"089419005516","https://www.upcitemdb.com/upc/089419005516","No",,
"181954001159","https://www.upcitemdb.com/upc/181954001159","No",,
"674545000322","https://www.upcitemdb.com/upc/674545000322","Yes","Don Julio 1942 Tequila - 750ml Bottle","Don Julio"
"000008755205","https://www.upcitemdb.com/upc/000008755205","No",,
"039383006507","https://www.upcitemdb.com/upc/039383006507","Yes","Michter's Rye Bourbon Whiskey - 750ml Bottle","Michter's"
"040063400409","https://www.upcitemdb.com/upc/040063400409","Yes","Four Roses Yellow Label Straight Bourbon Whiskey, 750 mL","Four Roses"
"632987201615","https://www.upcitemdb.com/upc/632987201615","No",,
"3831002403561","https://www.upcitemdb.com/upc/3831002403561","No",,
"663204460201","https://www.upcitemdb.com/upc/663204460201","No",,
"034000002412","https://www.upcitemdb.com/upc/034000002412","Yes","Hershey's Milk Chocolate Bars with Almonds, 1.45-Ounce Bars (Pack of 36)","Hershey's"
"025317581004","https://www.upcitemdb.com/upc/025317581004","No","HERB TURKEY BREAST, HERB",
"048500202784","https://www.upcitemdb.com/upc/048500202784","Yes","Tropicana Pure Premium Lots of Pulp Calcium & Vitamin D Grovestand Orange Juice ","Tropicana"
"048500202777","https://www.upcitemdb.com/upc/048500202777","No",,
"691355890486","https://www.upcitemdb.com/upc/691355890486","No","Hammond's Candies Chocolate Bar Toffee Brittle",
"016000124790","https://www.upcitemdb.com/upc/016000124790","Yes","Honey Nut Cheerios Breakfast Cereal - 10.8oz - General Mills","Cheerios"
"070129290644","https://www.upcitemdb.com/upc/070129290644","Yes","Old London Melba Snacks, Sesame","Old London"
"853430006933","https://www.upcitemdb.com/upc/853430006933","No",,
"039978024527","https://www.upcitemdb.com/upc/039978024527","Yes","Bob's Red Mill - Baking Flour All Purpose - Case Of 4-22 Oz","Bob's Red Mill"
"051179125452","https://www.upcitemdb.com/upc/051179125452","Yes","Patel's Green Pea & Cottage Cheese Curry","Patels"
"829515302009","https://www.upcitemdb.com/upc/829515302009","No",,
"020662002976","https://www.upcitemdb.com/upc/020662002976","Yes","Newman's Own Lighten Up! Low Fat Sesame Ginger Dressing 16 oz","Newman's Own"
"071524102198","https://www.upcitemdb.com/upc/071524102198","No",,
"850180006053","https://www.upcitemdb.com/upc/850180006053","Yes","Hu Salty Chocolate Bar, 2.1 Oz","Hu"
"850180006046","https://www.upcitemdb.com/upc/850180006046","Yes","Hu Simple Chocolate Bar, 2.1 Oz","Hu"
"077172640006","https://www.upcitemdb.com/upc/077172640006","No",,
"898195001007","https://www.upcitemdb.com/upc/898195001007","Yes","Fever-Tree Premium Indian Tonic Water - 4pk/200ml Bottles","Fever-Tree"
"898195001274","https://www.upcitemdb.com/upc/898195001274","Yes","Fever Tree Ginger Beer, 4 pack, 6.8 fl oz bottles","Fever-Tree"
"077567254238","https://www.upcitemdb.com/upc/077567254238","No",,
"072310010130","https://www.upcitemdb.com/upc/072310010130","Yes","Bigelow Pomegranate Pizzazz Herbal Tea, 20-Count Boxes (Pack of 6)","Bigelow"
"025317105552","https://www.upcitemdb.com/upc/025317105552","No",,
"071072030554","https://www.upcitemdb.com/upc/071072030554","Yes","Alessi Rosemary Breadsticks 3 Oz -Pack of 12","Vigo Importing Company"
"071072030509","https://www.upcitemdb.com/upc/071072030509","Yes","Alessi Thin Breadsticks, 3-Ounce Boxes (Pack of 12)","Vigo"
"039978039521","https://www.upcitemdb.com/upc/039978039521","No",,
"039978051554","https://www.upcitemdb.com/upc/039978051554","Yes","Bob's Red Mill Extra Thick Rolled Oats, 32-ounce","Bob's Red Mill"
"858959005023","https://www.upcitemdb.com/upc/858959005023","Yes","Ceres Peach Juices, 2.5 Oz, Pack Of 8","Chef'S Cut"
"016291442726","https://www.upcitemdb.com/upc/016291442726","Yes","Morton and Bassett Seasoning - Garlic with Parsley - Granulated - 2.6 oz - Case ","Morton And Bassett"
"016291442467","https://www.upcitemdb.com/upc/016291442467","No",,
"016291442269","https://www.upcitemdb.com/upc/016291442269","Yes","Morton & Bassett Ground Ginger (3x1.8oz)","Morton & Bassett"
"016291441453","https://www.upcitemdb.com/upc/016291441453","No",,
"071524018130","https://www.upcitemdb.com/upc/071524018130","Yes","La Preferida Pinto Beans, 15.0 OZ","La Preferida"
"654580001027","https://www.upcitemdb.com/upc/654580001027","No",,
"087692006596","https://www.upcitemdb.com/upc/087692006596","No",,
"675747001018","https://www.upcitemdb.com/upc/675747001018","No",,
"736920116025","https://www.upcitemdb.com/upc/736920116025","No",,
"727344000229","https://www.upcitemdb.com/upc/727344000229","No",,
"652682064018","https://www.upcitemdb.com/upc/652682064018","No",,
"859771005000","https://www.upcitemdb.com/upc/859771005000","No",,
"087692831006","https://www.upcitemdb.com/upc/087692831006","No",,
"745432230006","https://www.upcitemdb.com/upc/745432230006","No",,
"654580001386","https://www.upcitemdb.com/upc/654580001386","No",,
"087692821007","https://www.upcitemdb.com/upc/087692821007","No",,
"635985000013","https://www.upcitemdb.com/upc/635985000013","No",,
"072311130127","https://www.upcitemdb.com/upc/072311130127","No",,
"049502300003","https://www.upcitemdb.com/upc/049502300003","No",,
"787647852819","https://www.upcitemdb.com/upc/787647852819","Yes","MediNatura  T-Relief  Extra Strength Natural Pain Relief Cream  3 oz  85 g","MediNatura"
"754527004224","https://www.upcitemdb.com/upc/754527004224","No",,
"723830000216","https://www.upcitemdb.com/upc/723830000216","No",,
"723830000100","https://www.upcitemdb.com/upc/723830000100","No",,
"754527000516","https://www.upcitemdb.com/upc/754527000516","No",,
"083820181012","https://www.upcitemdb.com/upc/083820181012","No",,
"087692001508","https://www.upcitemdb.com/upc/087692001508","No",,
"740522100818","https://www.upcitemdb.com/upc/740522100818","No",,
"723830200012","https://www.upcitemdb.com/upc/723830200012","No",,
"072311130011","https://www.upcitemdb.com/upc/072311130011","No",,
"082000723844","https://www.upcitemdb.com/upc/082000723844","No",,
"855232007125","https://www.upcitemdb.com/upc/855232007125","Yes","Unsweetened Organic Ketchup","Primal Kitchen"
"077567003140","https://www.upcitemdb.com/upc/077567003140","No",,
"041000054730","https://www.upcitemdb.com/upc/041000054730","Yes","Good Humor Vanilla King Cone Ss","Good Humor"
"077567018083","https://www.upcitemdb.com/upc/077567018083","No","COOKIE SANDWICH",
"075856011470","https://www.upcitemdb.com/upc/075856011470","No","KLONDIKE, BARS, ARTIFICIALLY FLAVORED VANILLA LIGHT* ICE CREAM IN A MILK CHOCOLA",
"070177180324","https://www.upcitemdb.com/upc/070177180324","No",,
"842595100150","https://www.upcitemdb.com/upc/842595100150","Yes","Fitjoy Cookied And Cream Protein Bar, 2.11 Oz","FitJoy"
"047495013054","https://www.upcitemdb.com/upc/047495013054","No",,
"044000003869","https://www.upcitemdb.com/upc/044000003869","Yes","Premium Saltine Crackers, (Original, 8-Ounce Box)","Nabisco DSD"
"044000046316","https://www.upcitemdb.com/upc/044000046316","No",,
